season,start_hour,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
winter,14,monday,clear cloudy,0.44,0.4394,0.54,0.2537,47,170,217
winter,15,monday,clear cloudy,0.44,0.4394,0.54,0.194,44,213,257
winter,16,monday,clear cloudy,0.42,0.4242,0.58,0.2537,55,325,380
winter,17,monday,mist cloudy,0.42,0.4242,0.58,0.194,33,586,619
winter,18,monday,mist cloudy,0.4,0.4091,0.58,0.2537,21,559,580
winter,19,monday,mist cloudy,0.4,0.4091,0.58,0.2836,25,381,406
winter,20,monday,mist cloudy,0.38,0.3939,0.62,0.2537,7,252,259
winter,21,monday,mist cloudy,0.38,0.3939,0.54,0.2239,15,188,203
winter,22,monday,clear cloudy,0.34,0.3485,0.66,0.1045,7,106,113
winter,23,monday,clear cloudy,0.34,0.3485,0.66,0.1045,2,72,74
winter,0,tuesday,clear cloudy,0.32,0.3333,0.7,0.1343,3,26,29
winter,1,tuesday,clear cloudy,0.34,0.3485,0.66,0.1045,3,10,13
winter,2,tuesday,mist cloudy,0.32,0.3333,0.76,0.0896,0,5,5
winter,3,tuesday,mist cloudy,0.34,0.3485,0.71,0.1045,0,2,2
winter,4,tuesday,mist cloudy,0.34,0.3333,0.66,0.194,0,6,6
winter,5,tuesday,mist cloudy,0.34,0.3333,0.66,0.1343,2,32,34
winter,6,tuesday,mist cloudy,0.34,0.3333,0.71,0.1642,2,146,148
winter,7,tuesday,clear cloudy,0.32,0.3333,0.76,0.0896,7,411,418
winter,8,tuesday,clear cloudy,0.34,0.3333,0.71,0.1343,16,649,665
winter,9,tuesday,mist cloudy,0.36,0.3788,0.71,0.0,28,298,326
winter,10,tuesday,mist cloudy,0.4,0.4091,0.66,0.0896,32,144,176
winter,11,tuesday,mist cloudy,0.42,0.4242,0.67,0.0896,45,160,205
winter,12,tuesday,mist cloudy,0.42,0.4242,0.67,0.0,70,243,313
winter,13,tuesday,mist cloudy,0.44,0.4394,0.58,0.0,49,218,267
winter,14,tuesday,mist cloudy,0.44,0.4394,0.58,0.1045,47,177,224
winter,15,tuesday,mist cloudy,0.46,0.4545,0.55,0.1045,61,226,287
winter,16,tuesday,mist cloudy,0.42,0.4242,0.62,0.0896,60,335,395
winter,17,tuesday,mist cloudy,0.4,0.4091,0.71,0.1642,37,553,590
winter,18,tuesday,mist cloudy,0.4,0.4091,0.66,0.0896,16,534,550
winter,19,tuesday,mist cloudy,0.4,0.4091,0.71,0.0,23,361,384
winter,20,tuesday,mist cloudy,0.38,0.3939,0.76,0.0,11,224,235
winter,21,tuesday,clear cloudy,0.36,0.3788,0.71,0.0,14,143,157
winter,22,tuesday,clear cloudy,0.36,0.3788,0.71,0.0,7,115,122
winter,23,tuesday,clear cloudy,0.32,0.3333,0.81,0.1045,1,82,83
winter,0,wednesday,clear cloudy,0.34,0.3636,0.81,0.0,1,25,26
winter,1,wednesday,clear cloudy,0.32,0.3333,0.81,0.1045,1,13,14
winter,2,wednesday,clear cloudy,0.28,0.2879,0.87,0.1045,2,6,8
winter,3,wednesday,clear cloudy,0.28,0.2879,0.87,0.1045,0,2,2
winter,4,wednesday,clear cloudy,0.28,0.2879,0.87,0.1045,0,10,10
winter,5,wednesday,clear cloudy,0.28,0.2879,0.87,0.1045,1,28,29
winter,6,wednesday,clear cloudy,0.28,0.303,0.87,0.0896,2,99,101
winter,7,wednesday,clear cloudy,0.26,0.2879,0.87,0.0896,11,262,273
winter,8,wednesday,mist cloudy,0.28,0.303,0.81,0.0896,12,539,551
winter,9,wednesday,clear cloudy,0.32,0.3333,0.76,0.0896,45,320,365
winter,10,wednesday,clear cloudy,0.36,0.3788,0.62,0.0,22,150,172
winter,11,wednesday,clear cloudy,0.4,0.4091,0.5,0.194,43,198,241
winter,12,wednesday,clear cloudy,0.44,0.4394,0.41,0.194,74,270,344
winter,13,wednesday,clear cloudy,0.44,0.4394,0.35,0.2239,70,295,365
winter,14,wednesday,clear cloudy,0.46,0.4545,0.33,0.194,84,329,413
winter,15,wednesday,clear cloudy,0.46,0.4545,0.36,0.0896,68,381,449
winter,16,wednesday,clear cloudy,0.44,0.4394,0.33,0.1343,59,410,469
winter,17,wednesday,clear cloudy,0.4,0.4091,0.4,0.1642,41,333,374
winter,18,wednesday,clear cloudy,0.42,0.4242,0.38,0.1045,24,287,311
winter,19,wednesday,clear cloudy,0.38,0.3939,0.43,0.194,23,220,243
winter,20,wednesday,clear cloudy,0.34,0.3485,0.61,0.1045,11,125,136
winter,21,wednesday,clear cloudy,0.36,0.3788,0.5,0.0,8,97,105
winter,22,wednesday,clear cloudy,0.34,0.3636,0.49,0.0,6,82,88
winter,23,wednesday,clear cloudy,0.32,0.3485,0.61,0.0,7,50,57
winter,0,thursday,clear cloudy,0.32,0.3333,0.66,0.0896,3,43,46
winter,1,thursday,clear cloudy,0.28,0.303,0.65,0.0896,5,37,42
winter,2,thursday,clear cloudy,0.24,0.2576,0.75,0.0896,3,15,18
winter,3,thursday,clear cloudy,0.24,0.2576,0.75,0.1045,0,6,6
winter,4,thursday,clear cloudy,0.22,0.2273,0.8,0.1343,1,2,3
winter,5,thursday,clear cloudy,0.24,0.2576,0.75,0.1045,2,6,8
winter,6,thursday,clear cloudy,0.26,0.2727,0.7,0.1045,2,15,17
winter,7,thursday,clear cloudy,0.22,0.2273,0.75,0.1343,7,49,56
winter,8,thursday,clear cloudy,0.24,0.2424,0.75,0.1343,20,77,97
winter,9,thursday,clear cloudy,0.3,0.3333,0.65,0.0,25,94,119
winter,10,thursday,clear cloudy,0.36,0.3636,0.57,0.1045,65,154,219
winter,11,thursday,clear cloudy,0.42,0.4242,0.41,0.0896,89,143,232
winter,12,thursday,clear cloudy,0.44,0.4394,0.35,0.0,117,145,262
winter,13,thursday,clear cloudy,0.46,0.4545,0.31,0.0,125,144,269
winter,14,thursday,clear cloudy,0.48,0.4697,0.29,0.0,125,95,220
winter,15,thursday,clear cloudy,0.48,0.4697,0.29,0.0,132,96,228
winter,16,thursday,clear cloudy,0.46,0.4545,0.33,0.0,101,81,182
winter,17,thursday,clear cloudy,0.44,0.4394,0.35,0.0,66,43,109
winter,18,thursday,clear cloudy,0.4,0.4091,0.43,0.0,16,54,70
winter,19,thursday,clear cloudy,0.36,0.3788,0.76,0.0,13,31,44
winter,20,thursday,clear cloudy,0.34,0.3636,0.71,0.0,15,37,52
winter,21,thursday,clear cloudy,0.34,0.3485,0.61,0.0896,7,39,46
winter,22,thursday,clear cloudy,0.32,0.3485,0.61,0.0,8,36,44
winter,23,thursday,clear cloudy,0.3,0.3333,0.7,0.0,8,28,36
winter,0,friday,clear cloudy,0.28,0.3182,0.65,0.0,0,32,32
winter,1,friday,clear cloudy,0.28,0.303,0.81,0.0896,2,11,13
winter,2,friday,clear cloudy,0.26,0.2879,0.75,0.0896,1,4,5
winter,3,friday,clear cloudy,0.26,0.303,0.7,0.0,1,0,1
winter,4,friday,clear cloudy,0.24,0.2576,0.75,0.1045,1,3,4
winter,5,friday,clear cloudy,0.24,0.2879,0.81,0.0,0,10,10
winter,6,friday,clear cloudy,0.24,0.2879,0.81,0.0,0,20,20
winter,7,friday,clear cloudy,0.24,0.2879,0.81,0.0,5,72,77
winter,8,friday,clear cloudy,0.24,0.2576,0.87,0.0896,11,83,94
winter,9,friday,clear cloudy,0.28,0.2879,0.75,0.1045,32,80,112
winter,10,friday,clear cloudy,0.34,0.3333,0.61,0.1642,87,114,201
winter,11,friday,clear cloudy,0.4,0.4091,0.5,0.194,121,130,251
winter,12,friday,clear cloudy,0.44,0.4394,0.38,0.2537,186,193,379
winter,13,friday,clear cloudy,0.46,0.4545,0.38,0.2836,224,200,424
winter,14,friday,clear cloudy,0.5,0.4848,0.36,0.2537,240,195,435
winter,15,friday,clear cloudy,0.48,0.4697,0.41,0.2537,233,214,447
winter,16,friday,mist cloudy,0.48,0.4697,0.41,0.1045,158,199,357
winter,17,friday,mist cloudy,0.48,0.4697,0.39,0.0896,117,183,300
winter,18,friday,mist cloudy,0.46,0.4545,0.44,0.0,50,158,208
winter,19,friday,mist cloudy,0.46,0.4545,0.47,0.1642,33,121,154
winter,20,friday,clear cloudy,0.46,0.4545,0.41,0.0896,42,100,142
winter,21,friday,clear cloudy,0.46,0.4545,0.47,0.2537,23,75,98
winter,22,friday,clear cloudy,0.44,0.4394,0.33,0.5224,16,63,79
winter,23,friday,clear cloudy,0.42,0.4242,0.38,0.4478,20,47,67
winter,0,saturday,clear cloudy,0.4,0.4091,0.37,0.4179,9,33,42
winter,1,saturday,clear cloudy,0.34,0.2879,0.42,0.4925,1,19,20
winter,2,saturday,clear cloudy,0.32,0.2727,0.39,0.6119,10,22,32
winter,3,saturday,clear cloudy,0.28,0.2576,0.41,0.3582,6,5,11
winter,4,saturday,clear cloudy,0.26,0.2121,0.41,0.4478,1,2,3
winter,5,saturday,clear cloudy,0.26,0.2273,0.41,0.3284,1,2,3
winter,6,saturday,clear cloudy,0.24,0.2121,0.44,0.2836,1,9,10
winter,7,saturday,mist cloudy,0.26,0.2273,0.41,0.3284,4,21,25
winter,8,saturday,mist cloudy,0.26,0.2121,0.44,0.4627,7,55,62
winter,9,saturday,mist cloudy,0.26,0.2121,0.41,0.4478,26,96,122
winter,10,saturday,mist cloudy,0.26,0.2273,0.44,0.2985,46,96,142
winter,11,saturday,mist cloudy,0.28,0.2576,0.41,0.2985,55,131,186
winter,12,saturday,mist cloudy,0.3,0.2576,0.36,0.6119,53,146,199
winter,13,saturday,clear cloudy,0.32,0.303,0.36,0.3284,64,161,225
winter,14,saturday,clear cloudy,0.32,0.2879,0.33,0.4627,58,149,207
winter,15,saturday,clear cloudy,0.3,0.2727,0.36,0.4627,59,139,198
winter,16,saturday,clear cloudy,0.28,0.2424,0.38,0.4478,43,127,170
winter,17,saturday,clear cloudy,0.26,0.2273,0.41,0.3881,29,97,126
winter,18,saturday,clear cloudy,0.26,0.2273,0.38,0.3881,22,123,145
winter,19,saturday,clear cloudy,0.26,0.2424,0.41,0.2537,9,74,83
winter,20,saturday,clear cloudy,0.24,0.2121,0.44,0.2836,3,55,58
winter,21,saturday,clear cloudy,0.24,0.2273,0.44,0.194,9,66,75
winter,22,saturday,clear cloudy,0.24,0.2273,0.44,0.2537,7,69,76
winter,23,saturday,clear cloudy,0.24,0.2273,0.44,0.194,9,48,57
winter,0,sunday,clear cloudy,0.22,0.2121,0.47,0.2537,3,31,34
winter,1,sunday,clear cloudy,0.22,0.2273,0.44,0.194,4,32,36
winter,2,sunday,clear cloudy,0.22,0.197,0.44,0.3582,1,27,28
winter,3,sunday,clear cloudy,0.22,0.2727,0.44,0.0,0,8,8
winter,4,sunday,clear cloudy,0.22,0.2727,0.44,0.0,1,1,2
winter,5,sunday,mist cloudy,0.22,0.2273,0.47,0.1642,0,3,3
winter,6,sunday,mist cloudy,0.22,0.2424,0.47,0.1045,1,10,11
winter,7,sunday,mist cloudy,0.22,0.2424,0.51,0.1045,2,19,21
winter,8,sunday,mist cloudy,0.22,0.2273,0.51,0.194,2,32,34
winter,9,sunday,mist cloudy,0.24,0.2273,0.48,0.2239,13,83,96
winter,10,sunday,clear cloudy,0.24,0.2273,0.48,0.2537,15,124,139
winter,11,sunday,mist cloudy,0.26,0.2576,0.41,0.2239,49,155,204
winter,12,sunday,mist cloudy,0.26,0.2576,0.41,0.2239,37,165,202
winter,13,sunday,mist cloudy,0.26,0.2576,0.41,0.1642,37,158,195
winter,14,sunday,mist cloudy,0.3,0.2879,0.42,0.2537,33,170,203
winter,15,sunday,clear cloudy,0.3,0.2879,0.42,0.2537,36,209,245
winter,16,sunday,clear cloudy,0.3,0.2879,0.39,0.2239,25,203,228
winter,17,sunday,clear cloudy,0.28,0.2727,0.41,0.1642,11,170,181
winter,18,sunday,clear cloudy,0.26,0.2576,0.44,0.1642,9,132,141
winter,19,sunday,clear cloudy,0.26,0.303,0.41,0.0,13,114,127
winter,20,sunday,clear cloudy,0.24,0.2879,0.6,0.0,9,110,119
winter,21,sunday,clear cloudy,0.26,0.303,0.48,0.0,4,60,64
winter,22,sunday,clear cloudy,0.24,0.2879,0.6,0.0,3,59,62
winter,23,sunday,clear cloudy,0.22,0.2576,0.69,0.0896,1,40,41
winter,0,monday,clear cloudy,0.22,0.2727,0.69,0.0,4,19,23
winter,1,monday,clear cloudy,0.2,0.2576,0.69,0.0,1,9,10
winter,2,monday,clear cloudy,0.2,0.2576,0.69,0.0,0,5,5
winter,3,monday,clear cloudy,0.2,0.2576,0.69,0.0,1,4,5
winter,4,monday,clear cloudy,0.22,0.2727,0.69,0.0,0,10,10
winter,5,monday,clear cloudy,0.22,0.2273,0.69,0.1642,0,41,41
winter,6,monday,clear cloudy,0.22,0.2727,0.69,0.0,1,123,124
winter,7,monday,clear cloudy,0.24,0.2879,0.65,0.0,2,363,365
winter,8,monday,clear cloudy,0.24,0.2879,0.65,0.0,9,629,638
winter,9,monday,clear cloudy,0.28,0.303,0.56,0.0896,10,276,286
winter,10,monday,clear cloudy,0.32,0.3485,0.49,0.0,20,127,147
winter,11,monday,clear cloudy,0.4,0.4091,0.37,0.2985,18,112,130
winter,12,monday,clear cloudy,0.42,0.4242,0.35,0.1045,22,188,210
winter,13,monday,clear cloudy,0.42,0.4242,0.35,0.1045,20,197,217
winter,14,monday,clear cloudy,0.42,0.4242,0.35,0.0,51,177,228
winter,15,monday,clear cloudy,0.42,0.4242,0.35,0.0896,49,181,230
winter,16,monday,clear cloudy,0.44,0.4394,0.3,0.0,49,297,346
winter,17,monday,clear cloudy,0.42,0.4242,0.32,0.0,13,540,553
winter,18,monday,clear cloudy,0.36,0.3485,0.5,0.1642,19,502,521
winter,19,monday,clear cloudy,0.34,0.3636,0.53,0.0,16,355,371
winter,20,monday,clear cloudy,0.34,0.3636,0.49,0.0,12,265,277
winter,21,monday,clear cloudy,0.34,0.3636,0.49,0.0,9,172,181
winter,22,monday,clear cloudy,0.32,0.3485,0.61,0.0,3,101,104
winter,23,monday,mist cloudy,0.32,0.3333,0.66,0.1045,8,57,65
winter,0,tuesday,mist cloudy,0.32,0.3333,0.66,0.0896,2,24,26
winter,1,tuesday,mist cloudy,0.32,0.3333,0.7,0.1343,0,6,6
winter,2,tuesday,mist cloudy,0.32,0.3182,0.7,0.1642,0,5,5
winter,3,tuesday,light rain,0.32,0.3333,0.7,0.1343,1,3,4
winter,4,tuesday,light rain,0.3,0.2879,0.81,0.194,0,5,5
winter,5,tuesday,mist cloudy,0.3,0.2879,0.81,0.2239,0,31,31
winter,6,tuesday,mist cloudy,0.3,0.303,0.81,0.1642,3,97,100
winter,7,tuesday,light rain,0.3,0.303,0.81,0.1343,4,289,293
winter,8,tuesday,light rain,0.32,0.3182,0.81,0.1642,6,494,500
winter,9,tuesday,mist cloudy,0.32,0.3333,0.81,0.1343,11,257,268
winter,10,tuesday,light rain,0.32,0.3182,0.81,0.194,5,52,57
winter,11,tuesday,light rain,0.3,0.2727,0.87,0.2985,6,59,65
winter,12,tuesday,light rain,0.28,0.2576,0.87,0.3881,6,70,76
winter,13,tuesday,light rain,0.28,0.2727,0.87,0.2537,4,73,77
winter,14,tuesday,light rain,0.28,0.2576,0.87,0.3582,8,86,94
winter,15,tuesday,mist cloudy,0.3,0.2727,0.75,0.2985,9,146,155
winter,16,tuesday,mist cloudy,0.3,0.2727,0.75,0.2985,5,252,257
winter,17,tuesday,mist cloudy,0.3,0.2727,0.75,0.3881,13,514,527
winter,18,tuesday,clear cloudy,0.26,0.2273,0.81,0.3582,13,469,482
winter,19,tuesday,clear cloudy,0.26,0.2576,0.73,0.2985,12,338,350
winter,20,tuesday,clear cloudy,0.26,0.2273,0.75,0.3284,4,228,232
winter,21,tuesday,clear cloudy,0.24,0.2121,0.81,0.2836,6,179,185
winter,22,tuesday,clear cloudy,0.24,0.2424,0.81,0.1642,2,95,97
winter,23,tuesday,mist cloudy,0.26,0.2424,0.81,0.2537,3,64,67
winter,0,wednesday,mist cloudy,0.26,0.2424,0.75,0.2537,1,22,23
winter,1,wednesday,mist cloudy,0.26,0.2576,0.75,0.2239,0,12,12
winter,2,wednesday,mist cloudy,0.26,0.2576,0.75,0.2239,0,1,1
winter,3,wednesday,mist cloudy,0.26,0.2576,0.7,0.2239,0,3,3
winter,4,wednesday,mist cloudy,0.26,0.2576,0.7,0.194,0,4,4
winter,5,wednesday,mist cloudy,0.26,0.2727,0.7,0.1343,0,39,39
winter,6,wednesday,mist cloudy,0.26,0.2576,0.65,0.2239,4,132,136
winter,7,wednesday,mist cloudy,0.26,0.2576,0.56,0.194,6,403,409
winter,8,wednesday,clear cloudy,0.24,0.2121,0.6,0.2836,9,683,692
winter,9,wednesday,clear cloudy,0.28,0.2727,0.52,0.194,13,309,322
winter,10,wednesday,clear cloudy,0.3,0.3182,0.49,0.1045,17,144,161
winter,11,wednesday,clear cloudy,0.32,0.3182,0.45,0.1642,19,127,146
winter,12,wednesday,clear cloudy,0.34,0.303,0.42,0.3881,19,189,208
winter,13,wednesday,clear cloudy,0.34,0.3333,0.42,0.194,21,193,214
winter,14,wednesday,clear cloudy,0.36,0.3333,0.4,0.2985,15,161,176
winter,15,wednesday,clear cloudy,0.36,0.3333,0.32,0.3284,7,172,179
winter,16,wednesday,clear cloudy,0.36,0.3333,0.29,0.2537,9,316,325
winter,17,wednesday,clear cloudy,0.34,0.3333,0.31,0.1343,17,546,563
winter,18,wednesday,clear cloudy,0.32,0.303,0.33,0.2836,12,530,542
winter,19,wednesday,clear cloudy,0.32,0.3182,0.36,0.1642,9,378,387
winter,20,wednesday,clear cloudy,0.32,0.3333,0.36,0.1343,5,258,263
winter,21,wednesday,clear cloudy,0.3,0.303,0.39,0.1642,4,219,223
winter,22,wednesday,clear cloudy,0.28,0.2727,0.45,0.1642,6,148,154
winter,23,wednesday,clear cloudy,0.26,0.2727,0.48,0.1343,5,73,78
winter,0,thursday,clear cloudy,0.24,0.2576,0.56,0.0896,4,25,29
winter,1,thursday,clear cloudy,0.22,0.2576,0.64,0.0896,1,15,16
winter,2,thursday,clear cloudy,0.22,0.2727,0.64,0.0,1,6,7
winter,4,thursday,clear cloudy,0.2,0.2273,0.75,0.0896,0,7,7
winter,5,thursday,clear cloudy,0.2,0.2576,0.69,0.0,0,42,42
winter,6,thursday,clear cloudy,0.22,0.2727,0.69,0.0,1,120,121
winter,7,thursday,clear cloudy,0.2,0.2576,0.64,0.0,8,354,362
winter,8,thursday,clear cloudy,0.2,0.2273,0.69,0.1045,15,664,679
winter,9,thursday,clear cloudy,0.24,0.2879,0.6,0.0,13,286,299
winter,10,thursday,clear cloudy,0.28,0.303,0.65,0.0896,25,153,178
winter,11,thursday,clear cloudy,0.36,0.3485,0.37,0.2239,13,150,163
winter,12,thursday,clear cloudy,0.36,0.3485,0.4,0.1642,11,225,236
winter,13,thursday,clear cloudy,0.38,0.3939,0.32,0.1343,15,209,224
winter,14,thursday,clear cloudy,0.36,0.3485,0.43,0.2239,13,174,187
winter,15,thursday,clear cloudy,0.36,0.3333,0.43,0.2836,19,201,220
winter,16,thursday,clear cloudy,0.36,0.3485,0.4,0.2239,24,346,370
winter,17,thursday,clear cloudy,0.34,0.3333,0.39,0.194,17,544,561
winter,18,thursday,clear cloudy,0.32,0.3182,0.49,0.1642,17,520,537
winter,19,thursday,clear cloudy,0.3,0.2879,0.52,0.194,18,326,344
winter,20,thursday,clear cloudy,0.3,0.303,0.52,0.1642,11,241,252
winter,21,thursday,clear cloudy,0.26,0.2727,0.65,0.1343,7,201,208
winter,22,thursday,clear cloudy,0.26,0.2879,0.7,0.0896,4,147,151
winter,23,thursday,clear cloudy,0.28,0.3182,0.61,0.0,6,124,130
winter,0,friday,clear cloudy,0.26,0.2576,0.7,0.1642,4,48,52
winter,1,friday,clear cloudy,0.24,0.2576,0.7,0.0896,2,17,19
winter,2,friday,clear cloudy,0.24,0.2879,0.75,0.0,2,10,12
winter,3,friday,clear cloudy,0.24,0.2879,0.75,0.0,0,4,4
winter,4,friday,clear cloudy,0.22,0.2727,0.75,0.0,0,3,3
winter,5,friday,clear cloudy,0.2,0.2576,0.8,0.0,1,39,40
winter,6,friday,clear cloudy,0.2,0.2576,0.86,0.0,2,104,106
winter,7,friday,clear cloudy,0.22,0.2727,0.8,0.0,6,346,352
winter,8,friday,mist cloudy,0.22,0.2576,0.8,0.0896,20,709,729
winter,9,friday,clear cloudy,0.24,0.2576,0.75,0.0896,17,313,330
winter,10,friday,mist cloudy,0.3,0.3333,0.65,0.0,10,159,169
winter,11,friday,mist cloudy,0.34,0.3485,0.53,0.0896,31,170,201
winter,12,friday,mist cloudy,0.38,0.3939,0.46,0.0,25,243,268
winter,13,friday,mist cloudy,0.4,0.4091,0.4,0.1642,21,241,262
winter,14,friday,mist cloudy,0.4,0.4091,0.4,0.1045,26,225,251
winter,15,friday,mist cloudy,0.42,0.4242,0.38,0.1045,34,262,296
winter,16,friday,clear cloudy,0.4,0.4091,0.43,0.1343,37,368,405
winter,17,friday,clear cloudy,0.36,0.3485,0.5,0.194,31,551,582
winter,18,friday,mist cloudy,0.34,0.3636,0.61,0.0,20,489,509
winter,19,friday,clear cloudy,0.32,0.3485,0.66,0.0,18,359,377
winter,20,friday,clear cloudy,0.32,0.3485,0.66,0.0,12,233,245
winter,21,friday,clear cloudy,0.3,0.3182,0.75,0.0896,14,169,183
winter,22,friday,clear cloudy,0.3,0.3333,0.75,0.0,18,145,163
winter,23,friday,mist cloudy,0.3,0.3182,0.75,0.0896,11,99,110
winter,0,saturday,clear cloudy,0.26,0.303,0.81,0.0,9,99,108
winter,1,saturday,clear cloudy,0.26,0.303,0.81,0.0,5,64,69
winter,2,saturday,mist cloudy,0.26,0.303,0.81,0.0,3,47,50
winter,3,saturday,mist cloudy,0.26,0.2727,0.81,0.1343,1,14,15
winter,4,saturday,clear cloudy,0.26,0.2879,0.81,0.0896,0,5,5
winter,5,saturday,clear cloudy,0.24,0.2576,0.87,0.0896,1,12,13
winter,6,saturday,clear cloudy,0.24,0.2424,0.87,0.1343,7,20,27
winter,7,saturday,mist cloudy,0.24,0.2424,0.87,0.1343,7,56,63
winter,8,saturday,mist cloudy,0.24,0.2424,0.87,0.1343,11,133,144
winter,9,saturday,mist cloudy,0.26,0.2424,0.93,0.2537,34,159,193
winter,10,saturday,mist cloudy,0.28,0.2727,0.89,0.1642,45,211,256
winter,11,saturday,mist cloudy,0.32,0.3333,0.76,0.1045,74,318,392
winter,12,saturday,mist cloudy,0.32,0.3333,0.81,0.0896,119,327,446
winter,13,saturday,mist cloudy,0.34,0.3636,0.76,0.0,123,386,509
winter,14,saturday,mist cloudy,0.36,0.3788,0.71,0.0,110,369,479
winter,15,saturday,mist cloudy,0.4,0.4091,0.62,0.0,113,371,484
winter,16,saturday,mist cloudy,0.38,0.3939,0.66,0.0,89,354,443
winter,17,saturday,mist cloudy,0.34,0.3485,0.76,0.1045,50,270,320
winter,18,saturday,mist cloudy,0.34,0.3636,0.76,0.0,42,255,297
winter,19,saturday,mist cloudy,0.32,0.3485,0.81,0.0,30,219,249
winter,20,saturday,clear cloudy,0.32,0.3485,0.81,0.0,28,170,198
winter,21,saturday,mist cloudy,0.3,0.3333,0.87,0.0,23,135,158
winter,22,saturday,mist cloudy,0.3,0.3333,0.87,0.0,17,130,147
winter,23,saturday,mist cloudy,0.32,0.3485,0.81,0.0,10,116,126
winter,0,sunday,mist cloudy,0.3,0.3182,0.87,0.0896,9,108,117
winter,1,sunday,mist cloudy,0.3,0.3182,0.87,0.0896,10,84,94
winter,2,sunday,mist cloudy,0.3,0.3333,0.87,0.0,2,72,74
winter,3,sunday,mist cloudy,0.26,0.303,0.93,0.0,4,21,25
winter,4,sunday,mist cloudy,0.26,0.303,0.93,0.0,1,6,7
winter,5,sunday,mist cloudy,0.26,0.303,0.93,0.0,1,7,8
winter,6,sunday,mist cloudy,0.24,0.2424,0.93,0.1343,1,15,16
winter,7,sunday,mist cloudy,0.24,0.2424,0.93,0.1343,5,26,31
winter,8,sunday,mist cloudy,0.26,0.2879,0.93,0.0896,12,81,93
winter,9,sunday,mist cloudy,0.28,0.2727,0.93,0.1642,37,135,172
winter,10,sunday,mist cloudy,0.3,0.3333,0.87,0.0,63,230,293
winter,11,sunday,mist cloudy,0.32,0.3182,0.81,0.1642,81,274,355
winter,12,sunday,mist cloudy,0.34,0.3333,0.81,0.1642,111,409,520
winter,13,sunday,clear cloudy,0.4,0.4091,0.71,0.2239,84,347,431
winter,14,sunday,clear cloudy,0.44,0.4394,0.62,0.2537,142,331,473
winter,15,sunday,clear cloudy,0.44,0.4394,0.67,0.1343,106,311,417
winter,16,sunday,mist cloudy,0.44,0.4394,0.67,0.1045,85,358,443
winter,17,sunday,light rain,0.4,0.4091,0.76,0.194,59,244,303
winter,18,sunday,mist cloudy,0.44,0.4394,0.72,0.1045,25,178,203
winter,19,sunday,mist cloudy,0.4,0.4091,0.82,0.194,16,158,174
winter,20,sunday,mist cloudy,0.42,0.4242,0.82,0.194,12,142,154
winter,21,sunday,mist cloudy,0.44,0.4394,0.77,0.2239,8,91,99
winter,22,sunday,mist cloudy,0.44,0.4394,0.77,0.194,11,85,96
winter,23,sunday,mist cloudy,0.42,0.4242,0.82,0.1343,7,44,51
winter,0,monday,mist cloudy,0.42,0.4242,0.82,0.1642,3,18,21
winter,1,monday,clear cloudy,0.4,0.4091,0.82,0.1343,2,11,13
winter,2,monday,clear cloudy,0.42,0.4242,0.77,0.1642,1,9,10
winter,3,monday,clear cloudy,0.38,0.3939,0.87,0.0,2,6,8
winter,4,monday,clear cloudy,0.36,0.3788,0.93,0.0,1,4,5
winter,5,monday,clear cloudy,0.34,0.3485,0.93,0.0896,0,38,38
winter,6,monday,clear cloudy,0.36,0.3788,0.93,0.0,2,136,138
winter,7,monday,mist cloudy,0.34,0.3636,0.93,0.0,9,387,396
winter,8,monday,clear cloudy,0.36,0.3788,0.93,0.0,19,712,731
winter,9,monday,clear cloudy,0.4,0.4091,0.87,0.0896,19,289,308
winter,10,monday,clear cloudy,0.44,0.4394,0.77,0.1343,31,105,136
winter,11,monday,clear cloudy,0.48,0.4697,0.77,0.1343,51,182,233
winter,12,monday,clear cloudy,0.52,0.5,0.68,0.1642,40,228,268
winter,13,monday,clear cloudy,0.58,0.5455,0.56,0.0896,81,240,321
winter,14,monday,clear cloudy,0.6,0.6212,0.53,0.0,51,209,260
winter,15,monday,clear cloudy,0.6,0.6212,0.56,0.0,58,210,268
winter,16,monday,clear cloudy,0.6,0.6212,0.53,0.1343,45,397,442
winter,17,monday,clear cloudy,0.52,0.5,0.63,0.1045,43,665,708
winter,18,monday,clear cloudy,0.5,0.4848,0.68,0.0896,26,666,692
winter,19,monday,clear cloudy,0.5,0.4848,0.68,0.0896,27,444,471
winter,20,monday,mist cloudy,0.46,0.4545,0.77,0.0,16,284,300
winter,21,monday,clear cloudy,0.44,0.4394,0.82,0.194,14,207,221
winter,22,monday,clear cloudy,0.42,0.4242,0.82,0.1045,5,139,144
winter,23,monday,clear cloudy,0.42,0.4242,0.82,0.1045,9,93,102
winter,0,tuesday,clear cloudy,0.42,0.4242,0.88,0.1045,6,49,55
winter,1,tuesday,clear cloudy,0.42,0.4242,0.82,0.1045,3,22,25
winter,2,tuesday,clear cloudy,0.42,0.4242,0.88,0.0896,3,5,8
winter,3,tuesday,mist cloudy,0.4,0.4091,0.87,0.1343,1,3,4
winter,4,tuesday,mist cloudy,0.4,0.4091,0.87,0.1343,0,7,7
winter,5,tuesday,mist cloudy,0.44,0.4394,0.88,0.0,1,45,46
winter,6,tuesday,mist cloudy,0.36,0.3788,0.93,0.0,3,150,153
winter,7,tuesday,clear cloudy,0.42,0.4242,0.88,0.1343,7,495,502
